0.01,100,1a58aa8d5bf19400000000000000000000000000000000000000000000000,56c42b4d2f8a8c0000000000000000000000000000000000000000000
0.01,110,17f383c65395cd00000000000000000000000000000000000000000000000,47b52a222b858c0000000000000000000000000000000000000000000
0.01,120,15f48e2077495100000000000000000000000000000000000000000000000,3c411e120bae700000000000000000000000000000000000000000000
0.01,130,1444346cbce13700000000000000000000000000000000000000000000000,33574b9c407c660000000000000000000000000000000000000000000
0.01,140,12d19e64f887fc00000000000000000000000000000000000000000000000,2c44bd46ba37020000000000000000000000000000000000000000000
0.01,150,119071b392a10e00000000000000000000000000000000000000000000000,2690133ebfcbce0000000000000000000000000000000000000000000
0.01,160,10776a985976fd00000000000000000000000000000000000000000000000,21e4a0ea2692200000000000000000000000000000000000000000000
0.01,170,f7f73623615a280000000000000000000000000000000000000000000000,1e05df263932990000000000000000000000000000000000000000000
0.01,180,ea3096afa30e080000000000000000000000000000000000000000000000,1ac79b963e14a30000000000000000000000000000000000000000000
0.01,190,dddd30707f86900000000000000000000000000000000000000000000000,1808f497dcf29d0000000000000000000000000000000000000000000
0.01,200,d2c5546adf8ca00000000000000000000000000000000000000000000000,15b10ad34be2a30000000000000000000000000000000000000000000
0.01,210,c8bbeedfb055300000000000000000000000000000000000000000000000,13acc5e68ba6ad0000000000000000000000000000000000000000000
0.01,220,bf9c1e329cae680000000000000000000000000000000000000000000000,11ed4a888ae1630000000000000000000000000000000000000000000
0.01,230,b7476acc3cd3580000000000000000000000000000000000000000000000,1066e5d38d19b50000000000000000000000000000000000000000000
0.01,240,afa47103ba4a880000000000000000000000000000000000000000000000,f10478482eb9c0000000000000000000000000000000000000000000
0.01,250,a89ddd224c70800000000000000000000000000000000000000000000000,de1f272bfed350000000000000000000000000000000000000000000
0.01,260,a221a365e709b80000000000000000000000000000000000000000000000,cd5d2e7101f198000000000000000000000000000000000000000000
0.01,270,9c206475175eb00000000000000000000000000000000000000000000000,be6efd0ff259d8000000000000000000000000000000000000000000
0.01,280,968cf327c43fe00000000000000000000000000000000000000000000000,b112f51ae8dc08000000000000000000000000000000000000000000
0.01,290,915bf3992769d00000000000000000000000000000000000000000000000,a51295f52aa800000000000000000000000000000000000000000000
0.01,300,8c838d9c9508700000000000000000000000000000000000000000000000,9a404cfaff2f38000000000000000000000000000000000000000000
0.01,310,87fb2e346f31700000000000000000000000000000000000000000000000,9075c25de0de20000000000000000000000000000000000000000000
0.01,320,83bb54c2cbb7e80000000000000000000000000000000000000000000000,879283a89a4880000000000000000000000000000000000000000000
0.01,330,7fbd6977131ef00000000000000000000000000000000000000000000000,7f7af592147ba4000000000000000000000000000000000000000000
0.01,340,7bfb9b11b0ad140000000000000000000000000000000000000000000000,78177c98e4ca64000000000000000000000000000000000000000000
0.01,350,7870c2863699840000000000000000000000000000000000000000000000,7153d01138dec8000000000000000000000000000000000000000000
0.01,360,75184b57d187040000000000000000000000000000000000000000000000,6b1e6e58f8528c000000000000000000000000000000000000000000
0.01,370,71ee1fcb110dc00000000000000000000000000000000000000000000000,65682b20cd2950000000000000000000000000000000000000000000
0.01,380,6eee98383fc3480000000000000000000000000000000000000000000000,6023d25f73ca74000000000000000000000000000000000000000000
0.01,390,6c166cee9a067c0000000000000000000000000000000000000000000000,5b45dbc072a444000000000000000000000000000000000000000000
0.01,400,6962aa356fc6500000000000000000000000000000000000000000000000,56c42b4d2f8a8c000000000000000000000000000000000000000000
0.01,410,66d0a60eab7ccc0000000000000000000000000000000000000000000000,5295dcc3e86a48000000000000000000000000000000000000000000
0.01,420,645df76fd82a980000000000000000000000000000000000000000000000,4eb3179a2e9ab4000000000000000000000000000000000000000000
0.01,430,62086eb4af6b180000000000000000000000000000000000000000000000,4b14ea12e2f178000000000000000000000000000000000000000000
0.01,440,5fce0f194e57340000000000000000000000000000000000000000000000,47b52a222b858c000000000000000000000000000000000000000000
0.01,450,5dad09130e05a00000000000000000000000000000000000000000000000,448e5b1a3886c4000000000000000000000000000000000000000000
0.01,460,5ba3b5661e69ac0000000000000000000000000000000000000000000000,419b974e3466d4000000000000000000000000000000000000000000
0.01,470,59b090dbc69de40000000000000000000000000000000000000000000000,3ed87d00a085bc000000000000000000000000000000000000000000
0.01,480,57d23881dd25440000000000000000000000000000000000000000000000,3c411e120bae70000000000000000000000000000000000000000000
0.01,490,5607665fdddb5c0000000000000000000000000000000000000000000000,39d1f1fe567c1a000000000000000000000000000000000000000000
0.01,500,544eee912638400000000000000000000000000000000000000000000000,3787c9caffb4d4000000000000000000000000000000000000000000
0.01,510,52a7bcb675c8b80000000000000000000000000000000000000000000000,355fc599493d82000000000000000000000000000000000000000000
0.01,520,5110d1b2f384dc0000000000000000000000000000000000000000000000,33574b9c407c66000000000000000000000000000000000000000000
0.01,530,4f8941aabe9f540000000000000000000000000000000000000000000000,316c003d767d06000000000000000000000000000000000000000000
0.01,540,4e10323a8baf580000000000000000000000000000000000000000000000,2f9bbf43fc9676000000000000000000000000000000000000000000
0.01,550,4ca4d8e10b78f40000000000000000000000000000000000000000000000,2de495d86dc61a000000000000000000000000000000000000000000
0.01,560,4b467993e21ff00000000000000000000000000000000000000000000000,2c44bd46ba3702000000000000000000000000000000000000000000
0.01,570,49f4657ad52cdc0000000000000000000000000000000000000000000000,2aba96634fe834000000000000000000000000000000000000000000
0.01,580,48adf9cc93b4e80000000000000000000000000000000000000000000000,2944a57d4aaa00000000000000000000000000000000000000000000
0.01,590,47729ec91c0cf80000000000000000000000000000000000000000000000,27e18ecab65214000000000000000000000000000000000000000000
0.01,600,4641c6ce4a84380000000000000000000000000000000000000000000000,2690133ebfcbce000000000000000000000000000000000000000000
0.01,610,451aed8390a3a00000000000000000000000000000000000000000000000,254f0dbc0e1ce6000000000000000000000000000000000000000000
0.01,620,43fd971a3798b80000000000000000000000000000000000000000000000,241d7097783788000000000000000000000000000000000000000000
0.01,630,42e94f9fe571bc0000000000000000000000000000000000000000000000,22fa4360f844c2000000000000000000000000000000000000000000
0.01,640,41ddaa6165dbf40000000000000000000000000000000000000000000000,21e4a0ea269220000000000000000000000000000000000000000000
0.01,650,40da415bf603e40000000000000000000000000000000000000000000000,20dbb582b8a18a000000000000000000000000000000000000000000
0.01,660,3fdeb4bb898f780000000000000000000000000000000000000000000000,1fdebd64851ee9000000000000000000000000000000000000000000
0.01,670,3eeaaa64adb75a0000000000000000000000000000000000000000000000,1eed03496b3882000000000000000000000000000000000000000000
0.01,680,3dfdcd88d8568a0000000000000000000000000000000000000000000000,1e05df26393299000000000000000000000000000000000000000000
0.01,690,3d17ce441446720000000000000000000000000000000000000000000000,1d28b506502db3000000000000000000000000000000000000000000
0.01,700,3c3861431b4cc20000000000000000000000000000000000000000000000,1c54f4044e37b2000000000000000000000000000000000000000000
0.01,710,3b5f3f7108e31c0000000000000000000000000000000000000000000000,1b8a155c7f6c37000000000000000000000000000000000000000000
0.01,720,3a8c25abe8c3820000000000000000000000000000000000000000000000,1ac79b963e14a3000000000000000000000000000000000000000000
0.01,730,39bed47f78dce40000000000000000000000000000000000000000000000,1a0d11c1c2da4a000000000000000000000000000000000000000000
0.01,740,38f70fe58886e00000000000000000000000000000000000000000000000,195a0ac8334a54000000000000000000000000000000000000000000
0.01,750,38349f0b6ed02c0000000000000000000000000000000000000000000000,18ae20cbffde98000000000000000000000000000000000000000000
0.01,760,37774c1c1fe1a40000000000000000000000000000000000000000000000,1808f497dcf29d000000000000000000000000000000000000000000
0.01,770,36bee40e75e8b00000000000000000000000000000000000000000000000,176a2d1ad4bde5000000000000000000000000000000000000000000
0.01,780,360b36774d033e0000000000000000000000000000000000000000000000,16d176f01ca911000000000000000000000000000000000000000000
0.01,790,355c155f1b6e220000000000000000000000000000000000000000000000,163e83f17f001e000000000000000000000000000000000000000000
0.01,800,34b1551ab7e3280000000000000000000000000000000000000000000000,15b10ad34be2a3000000000000000000000000000000000000000000
0.01,810,340acc2707ca3c0000000000000000000000000000000000000000000000,1528c6c8e209fd000000000000000000000000000000000000000000
0.01,820,3368530755be660000000000000000000000000000000000000000000000,14a57730fa1a92000000000000000000000000000000000000000000
0.01,830,32c9c4261706220000000000000000000000000000000000000000000000,1426df48f631cc000000000000000000000000000000000000000000
0.01,840,322efbb7ec154c0000000000000000000000000000000000000000000000,13acc5e68ba6ad000000000000000000000000000000000000000000
0.01,850,3197d7a0ad12080000000000000000000000000000000000000000000000,1336f5372ed8b4000000000000000000000000000000000000000000
0.01,860,3104375a57b58c0000000000000000000000000000000000000000000000,12c53a84b8bc5e000000000000000000000000000000000000000000
0.01,870,3073fbddb7cdf00000000000000000000000000000000000000000000000,125765fecbd9c7000000000000000000000000000000000000000000
0.01,880,2fe7078ca72b9a0000000000000000000000000000000000000000000000,11ed4a888ae163000000000000000000000000000000000000000000
0.01,890,2f5d3e1dc4eeb40000000000000000000000000000000000000000000000,1186bd8a3e0655000000000000000000000000000000000000000000
0.01,900,2ed684898702d00000000000000000000000000000000000000000000000,112396c68e21b1000000000000000000000000000000000000000000
0.01,910,2e52c0f88b275a0000000000000000000000000000000000000000000000,10c3b033056217000000000000000000000000000000000000000000
0.01,920,2dd1dab30f34d60000000000000000000000000000000000000000000000,1066e5d38d19b5000000000000000000000000000000000000000000
0.01,930,2d53ba117a65d00000000000000000000000000000000000000000000000,100d1598a73520000000000000000000000000000000000000000000
0.01,940,2cd8486de34ef20000000000000000000000000000000000000000000000,fb61f4028216f000000000000000000000000000000000000000000
0.01,950,2c5f70167fe7b60000000000000000000000000000000000000000000000,f61e4383b7c8d000000000000000000000000000000000000000000
0.01,960,2be91c40ee92a20000000000000000000000000000000000000000000000,f10478482eb9c000000000000000000000000000000000000000000
0.01,970,2b7538fe487c020000000000000000000000000000000000000000000000,ec12da522f04c800000000000000000000000000000000000000000
0.01,980,2b03b32feeedae0000000000000000000000000000000000000000000000,e747c7f959f06800000000000000000000000000000000000000000
0.01,990,2a94787d065fa40000000000000000000000000000000000000000000000,e2a1b491eb867000000000000000000000000000000000000000000
